"","A01","A02","A03","B","C10-C12","C13-C15","C16","C17","C18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C30","C31_C32","C33","D35","E36","E37-E39","F","G45","G46","G47","H49","H50","H51","H52","H53","I","J58","J59_J60","J61","J62_J63","K64","K65","K66","L68","M69_M70","M71","M72","M73","M74_M75","N","O84","P85","Q","R_S","T"
"C20",0.010783030676727,0.00256718136633675,0.00633290243186934,0.0301709365527049,0.00774284128629439,0.0204177341501361,0.0140037338489537,0.0365506532875093,0.0143188517484663,0.0126348509425956,0.151260192131019,0.088742684139508,0.0724703279409348,0.0159014031132741,0.031851579821713,0.0166958930803213,0.0131258311047368,0.0190640513956944,0.0102820563313853,0.0139638863582485,0.0128613671279223,0.0109171627693424,0.00630670445439338,0.0100791322329202,0.0381148328396504,0.0100242453570779,0.00873682278094958,0.0111209081046375,0.00372533874475413,0.00291917102145797,0.00415060421763857,0.00543710516873376,0.00531813462455096,0.00448235183834449,0.00210955989673761,0.00502721112408125,0.00578426284062301,0.011988416400613,0.00232094658511535,0.00242505166794489,0.00152475196254734,0.000659791889110365,0.000847391045202337,0.000325371684070646,0.00209285426680106,0.0073289181717063,0.00448914212518685,0.00428322505259743,0.0146655458661632,0.00521716789506301,0.0028275076066587,0.00108169464535929,0.00977828369080089,0.00390879810614908,0
"C21",0.00350538613502891,0.000863227290906761,0.00182011179535916,0.001446200043909,0.00233321467861662,0.00207561504127641,0.00271842466691949,0.00409102041739013,0.00241071145788402,0.000293193739373078,0.00493227289377462,0.0135176529880636,0.00273520196424144,0.00116192992826767,0.00109598031822328,0.00165735887962506,0.00143964649328395,0.00120816007800844,0.00124164352844734,0.00058876242870994,0.000878795975260748,0.00274380451280471,0.000924312062673768,0.000839759709318912,0.00151287407139176,0.00141753112296719,0.00138371353925742,0.00122645038401083,0.00109050994992015,0.000993987449203057,0.00108808406560751,0.00104249480972056,0.000612242825264552,0.000602090094637443,0.000545717821860932,0.00178878340537281,0.00253556702869232,0.00161919585287201,0.000953104256835578,0.000645696541262792,0.000424896611205511,0.000162313922350784,0.000381008873444919,0.000107628568241738,0.00061528526557651,0.00108942810709521,0.00149494884265402,0.00133704455225439,0.0035930110886198,0.000914819088789441,0.000569028652937902,0.000338505348653095,0.00654002141099193,0.000935813426621344,0
"C22",0.00237851551790528,0.000790678046344563,0.0054045719088889,0.00488034396352476,0.00681460508293041,0.0104958959217031,0.0105560230397235,0.01065453361269,0.00893057706642384,0.000132561944732682,0.0167845257998598,0.0111705264405737,0.0921026263934486,0.0058728612347109,0.00320421207809204,0.00800021695206247,0.0122912478532272,0.0279237690336616,0.00839142747931036,0.0316770482014396,0.0268807517843728,0.0160890725499325,0.00556500401261924,0.000547172222792013,0.000742139266546773,0.00325008381679483,0.00428207843633407,0.0115742855956338,0.00152743031252353,0.000763413555733934,0.00131722731326436,0.000593110440031091,0.00052344672272753,0.00254117336848151,0.00048361466284405,0.00101391659524074,0.00237557608513325,0.00281460207091456,0.000759702584745299,0.000706900517141033,0.000432928360971556,0.000161141108199557,0.000233667718669882,0.000165089758805516,0.000490802521073725,0.00150759309799595,0.00152794165424411,0.00178988398423293,0.0022541228351615,0.000814298388193592,0.000580438330534238,0.000273724848455614,0.0012035302375312,0.00223457519394858,0
"C23",0.000988807182941145,0.000434897013175159,0.000720227484563355,0.00506925860882668,0.00417651530879496,0.00121792790311368,0.00484643652518481,0.00113687050479571,0.00105428929233951,0.000247975307739548,0.00505020207794603,0.0038475838092633,0.00279243089510165,0.124069805806504,0.00478095171285113,0.00876332252451738,0.00347421396227322,0.00420896850721884,0.00418773029592744,0.00624005263369779,0.00286639953202301,0.00260896470067752,0.00113577606031342,0.0017695420897974,0.00108275815901813,0.00231633244965455,0.0354802688365109,0.00714017168454498,0.00089492485310669,0.000570821499803145,0.000379907553034218,0.000630253120307038,0.000508889467619229,0.000889427694158541,0.000484465657119168,0.00109996801925217,0.000665516378107872,0.00169546269320961,0.00160786896271074,0.000419115702264769,0.000260707305968274,0.00010068155730633,0.000175193351571903,6.37751362789474e-05,0.00049198405714421,0.000866107133238083,0.000463682037014266,0.000826869898054205,0.00172526548355543,0.00073152032972257,0.000617346216549022,0.000316087321524117,0.00172052587242523,0.00105625340396165,0
"C24",0.000768503577866071,0.000266866618221416,0.00069438440674451,0.00806170299953931,0.000885198326975369,0.00140125874163912,0.00269032352960005,0.00172651981449735,0.00697258125482931,0.000507980883305627,0.00901242838496593,0.00465553631304425,0.012099252556327,0.011287808992021,0.165960628116662,0.184505724327431,0.0300979167708818,0.141653217963271,0.122926542429275,0.0581859136075753,0.0602964728586894,0.0286464943549981,0.021606364871387,0.00148117875194108,0.00148789677950617,0.0216800243216359,0.00879053898015411,0.000920232992273021,0.0007525162512348,0.00076764413452011,0.000391452222774386,0.00104099204489265,0.000929132937580904,0.000923353334341648,0.000503009332812154,0.000530863184010915,0.00265868357114036,0.000852095619077633,0.00062870643013176,0.000552995165881417,0.000343627163051021,0.000130553489262407,0.000213377076532522,8.42896335091602e-05,0.000515669999210623,0.000628133912045464,0.00119937975806985,0.000725867664899669,0.00213977854247792,0.000717896180797273,0.000768138242470118,0.000227509968458629,0.000333092562525519,0.000546824554210126,0
"C25",0.00504728816991624,0.00170349863654998,0.00579590363205486,0.0231411110392324,0.00574743785074982,0.00450981859430894,0.00937978192731217,0.0057080128157382,0.00583889383632323,0.00130549205794537,0.00600116246257741,0.00420124384385508,0.0124692963584913,0.0129165632839509,0.0482686571361503,0.0483132848329509,0.0128620445773953,0.0377815204926936,0.0600855334022299,0.0345729183523753,0.0314299688958464,0.0235694070098555,0.0214049350301391,0.00806481850875191,0.0101232079713819,0.0380097926319181,0.0160978880101673,0.00506685558210031,0.00213648296820113,0.00142309313836538,0.00146091039062333,0.00387334621712561,0.00466280744663079,0.00366510060545605,0.00217782330692112,0.00114165692055689,0.00319198316738317,0.00295672798023392,0.0022136493595269,0.00169814355989682,0.000936847350781081,0.000423876044949156,0.000548923243516733,0.000231638999257985,0.00150158609473698,0.00285640477965825,0.00167182647867111,0.00244254767542534,0.00714991910466004,0.00296236477844231,0.0013939707553877,0.000815122664713895,0.0014179338775718,0.00260439489976588,0
"C26",0.000413184344247101,0.0003447806084517,0.00155956079071485,0.00107478456866576,0.000693808074647419,0.000625021299575192,0.00203100048066481,0.00110623493216508,0.00154910323261207,0.000186088571619884,0.000955245702673046,0.000829808357981491,0.00104338291113669,0.00124263810310337,0.00088659976046196,0.00105601126716012,0.0129295530350849,0.00604948016965822,0.00192623403127427,0.00202851974497103,0.00369976889546724,0.0019280536590145,0.00579064695244872,0.000948929600465638,0.00184953215006569,0.00055668055920249,0.00159909452062414,0.000684668608215833,0.000637230237335933,0.000514364431749032,0.000730687189129673,0.00189025515384318,0.00241199391137438,0.000781103327639555,0.000639258557383106,0.000452368118051762,0.00123532341947843,0.00155389968259118,0.00373614433783885,0.00179168734060332,0.000326406831908087,0.000132323269383562,0.000200586612801363,0.000101776700598272,0.00048698223877684,0.00120773571659815,0.00117229555755119,0.000882963490047295,0.00284511286449489,0.00111622438441143,0.000475065660135727,0.000320714645910603,0.00095013294023511,0.000986691235268724,0
"C27",0.000650954649527541,0.000589278233063908,0.00277357779543518,0.00267908618999359,0.00202916861462221,0.00108651763641836,0.00429149329946973,0.00156448017070166,0.00181429160662514,0.000468550124656317,0.00170440681356176,0.00162698121587607,0.00353716874931644,0.00296682317295038,0.00354746147618789,0.0037223476152078,0.026219847475386,0.05151472420474,0.0163958471374771,0.0125050024369471,0.00949753982995771,0.00660153717983111,0.0187561225433057,0.00361125003773901,0.00891683671225135,0.00151986796239667,0.00950299667930532,0.00291357210497623,0.00109678668172551,0.000787958807241081,0.00108843987554457,0.00317504161656054,0.0039607559455088,0.00154106030487448,0.00114096706571874,0.0016676502113429,0.00196166273532333,0.0018655409918183,0.00644710872944976,0.0011198103191822,0.000500643309597122,0.000207543852410777,0.000367548085284363,9.2227452910971e-05,0.000722094892267043,0.00131229129153249,0.00166405931668666,0.00114148009307567,0.00343458157021672,0.00187738352133007,0.000727205265667528,0.000499069731464332,0.000792934813124494,0.0017617841315139,0
"C28",0.00215568573409218,0.00187062669112315,0.00817298048215017,0.010418972128116,0.00297679935366322,0.00222496523112238,0.00983983537216663,0.00561613203293896,0.00427606815420619,0.00157007137365625,0.00355852688466149,0.00307803047619971,0.00512315915004314,0.00672779684924519,0.00904692835318381,0.00782700845076218,0.00749912985811275,0.0114372832768347,0.0192393573551769,0.00928459469834966,0.0143089997350291,0.0056897334083773,0.0306956216037862,0.00427386107679676,0.0146456720043635,0.00496309938366903,0.00552485377128803,0.00612535452100369,0.00240091237698554,0.00159322471504435,0.00322584355683441,0.0100578963458108,0.0130849695693457,0.00362732167470558,0.00262393885880195,0.00140685762013786,0.00459856425878285,0.0024437447270275,0.00521720268866231,0.00189642969504957,0.00107289218871725,0.000453866966929247,0.000734331386295812,0.000180231376088462,0.00165527973203513,0.00210636645895212,0.00229208185008087,0.00177584001115292,0.00726276591628434,0.00340177966270106,0.00161699502829138,0.00110960453709209,0.00174166391560349,0.00300502596028252,0
"C29",0.000776448432129862,0.000495085471452567,0.000993155451648669,0.00207857047062149,0.00100628256908828,0.00111085806177682,0.00214432608066698,0.00110853689762485,0.00132068692815811,0.000196458149399086,0.00123943075514486,0.00105583715831871,0.00312006912741399,0.00277464578740182,0.0027685736504783,0.00331333329048439,0.00297079712002527,0.00563639130427453,0.00525859324721334,0.0587020385897812,0.00661707736205708,0.0028751432982204,0.00324232041832124,0.000965966417330791,0.00221287886434949,0.00233976988464246,0.00293501685236105,0.00669083772724372,0.00110300173936748,0.0012405332689032,0.00143988151435979,0.00124709021018227,0.000781467210010282,0.000980857027145521,0.00068403474429772,0.000898493509299486,0.00121089619996383,0.00136626209047653,0.00119382410472607,0.000789346868652623,0.000533285543192905,0.000193519781616388,0.000388652191712316,0.000181374798412244,0.000676054260215963,0.000869123705781359,0.00114874484143236,0.00109280224827399,0.00232211325181806,0.0016789496337407,0.000510779575225346,0.00026174123261775,0.000564331115710037,0.000830573873905339,0
"C30",0.000338788782521652,0.000767670859721767,0.00815150180270522,0.00289980626420936,0.000829987980844273,0.000534592385599275,0.00266092010858629,0.00177482164383247,0.00104416031498657,0.000573745632242457,0.00118547834651163,0.000770276694748104,0.00113345166767547,0.00195644007440906,0.00276135200970582,0.00211807274223604,0.00138888410170451,0.00267739753577646,0.00211447946459525,0.001570885361376,0.0331663697521222,0.00150768404846169,0.0227341976169921,0.00140929249294258,0.00302111340628284,0.00151942431096968,0.00227340038695369,0.00111442494142434,0.000651347223402003,0.000496111127718053,0.00290132339083314,0.00582124433627515,0.0126737106284246,0.00230299496926194,0.00107728792590439,0.000359762163460401,0.00117271749100681,0.000705446203795846,0.00158373788593497,0.000646944458499181,0.000347088188616992,0.000148142124499504,0.000261585027751753,0.000123423589902375,0.000593613394390554,0.00359295469145713,0.00138623401838861,0.000735815369211271,0.00179472200596363,0.00151017902469589,0.000881526876549286,0.000511761229276433,0.0006181866409193,0.0011686848808768,0
"C31_C32",0.000568014844950903,0.000349000683359027,0.0010855069942609,0.00176199999719912,0.0010160036158598,0.00201978513791452,0.0166345483429343,0.00161225772200901,0.00185118446798826,0.000116049910562567,0.00126747968187668,0.00143967264690415,0.00266771145552562,0.00276632293567324,0.00204516432392847,0.00354491587463252,0.00465624240593244,0.00280254201889064,0.00308138001169692,0.00272817519178999,0.00338966087851015,0.0325848762180056,0.00208018249197015,0.000757682191675105,0.00100225361698984,0.00222929108591755,0.00532560923486128,0.000864161610758293,0.000834232607387889,0.000537566251494909,0.000618661774441811,0.000711057699280538,0.00113966038819109,0.00181641729632444,0.000543464766005471,0.00231303205146058,0.00147345879378695,0.00937541741347859,0.00544788134826239,0.000799840264448645,0.000845131205209671,0.000672218260770154,0.000938305474212476,0.000744090237612063,0.000877985345729897,0.00243038728656421,0.00124984843604349,0.0030316981850021,0.00502814961968775,0.0034747683671241,0.000912055152411145,0.00203895596277313,0.0126386534621647,0.00370733778527856,0
"C33",0.000592748709154553,0.00294400966888313,0.0174437108267308,0.00751881244278682,0.00250266039319568,0.00135541354632985,0.0101672398308561,0.00655070442449268,0.00259517390847947,0.00187098601983391,0.00388382808368698,0.00182235831887513,0.00303253467395877,0.00575135937416109,0.00847442571446456,0.00505469631584455,0.00474383121936972,0.00579946886955608,0.00342173213992769,0.00336242057587177,0.0203074508460556,0.0030834142949121,0.0630400064264524,0.00476795950113562,0.0114380459163262,0.00292019380523223,0.00492251807579791,0.00287065263140624,0.00114016342798208,0.000596629260179501,0.00557352162792421,0.0202856357648752,0.0280571833646854,0.00518508152365816,0.00321471878994958,0.00090921225120858,0.00297349745389112,0.00153540325581643,0.0048586108229826,0.000937863083756325,0.000718641661133558,0.000318640917740834,0.00069796363639562,6.69600052876986e-05,0.00105387774609508,0.000972222258714659,0.0012474197178478,0.000726359136318923,0.00179944345764164,0.00262733223551813,0.00174036335290744,0.00158235034466799,0.00197348242063984,0.00372764276320379,0
"D35",0.0106152665387587,0.0015168140795374,0.0241032090978412,0.0787625316952688,0.0204427529176898,0.0235531902376938,0.0391395967748531,0.0917978179571867,0.0240486926550886,0.00865943805613981,0.0594404682286444,0.0219102533047618,0.0463837893649702,0.106675037516751,0.0765494389671561,0.0273875093447098,0.0146108092660514,0.0114505358392165,0.0267816253485539,0.0190611188966574,0.0106872539317283,0.0149551478164704,0.0243274033681301,0.382544820339425,0.0194722998097694,0.0182814671670445,0.0180115828088105,0.019543707969002,0.0242688105255707,0.0362950204487801,0.0216062610803634,0.0140269876861477,0.00906725866046905,0.0197208175332757,0.0155621912714522,0.0119970621118369,0.0114301097301055,0.0258875294288115,0.0227401790894317,0.0115374838932645,0.00745272647199203,0.00284788888310111,0.00923208707725075,0.00153483339214318,0.0102546753244908,0.0184755700388786,0.00820808501691377,0.0130074907314771,0.0174746682288932,0.010036414464645,0.0183397173020041,0.014219265949928,0.0109193416557945,0.0167084861785909,0
"E36",0.00760421385933405,0.00040210506616947,0.00419485762290315,0.00533499640769116,0.00191129700698771,0.00146626357725965,0.000767980714285852,0.0012294753423534,0.00116940094375916,0.00110034401566729,0.00191496363175984,0.000957675000264589,0.00157532638865514,0.00146351117719989,0.00277171278673138,0.00131301573640473,0.00125310223738592,0.000447619917741272,0.000540796554690514,0.000480866583500662,0.000682989961307592,0.000689814530268319,0.000523782190792516,0.00360419065851365,0.116642975466904,0.0180855027558164,0.00334823188665494,0.00134004146238755,0.00206532315833086,0.00252317133150499,0.00105793609793577,0.0018647534430659,0.000333257724997759,0.00121823837682966,0.000437040576581,0.00334713923487942,0.000590042586274271,0.00429593641521133,0.000933587097143529,0.000872450004848473,0.00030890767084394,0.00015972956389469,0.000339688303005434,0.000215247661659984,0.00206929448673894,0.00173290782510886,0.00102836201543727,0.00115784241158909,0.00196752959895164,0.00134488425200283,0.0020773857093322,0.00193878751199136,0.0017818068013897,0.00445035912229325,0
"E37-E39",0.000444391388750886,9.23428512359115e-05,0.000681622873829355,0.000969832114838021,0.00146359354786192,0.00295042066485951,0.0054252394024681,0.00671242005231193,0.00816357977994176,0.0030711614163653,0.00721996715211214,0.00226918847482253,0.00760013490126739,0.00666827812073677,0.0785365760747255,0.00515897706434584,0.000753465287836859,0.00112175372035102,0.000800134029833335,0.000820990621012362,0.000822179169044036,0.00221773630460922,0.00174358679094324,0.000672514194829049,0.00607400683855911,0.155183477137437,0.00246597430748367,0.00154897889173958,0.0017317485123543,0.000594398635016485,0.000278660596188769,0.00163127265272981,0.000662911965531722,0.000188678878013255,0.00112281219666565,0.000698762018932792,0.000179254363610019,0.00028241049237552,0.000722330418844009,0.000478512920921438,0.000327467620344954,7.43098547556911e-05,0.000148332464747736,0.000396198169912082,0.000300340773713511,0.000447825874003005,0.000623617379307621,0.000984841072396202,0.000877153758928753,0.00112355463495745,0.000482004701004906,0.000155003888902334,0.00104004566996637,0.00142899733764905,0
"F",0.00193592369008093,0.00139025737590684,0.00355836108808284,0.00732575396447519,0.00401356128911422,0.00435659774909286,0.0012832646911802,0.00432745422750279,0.00656702543592,0.00176839351198378,0.00528550472591616,0.00367753841819649,0.0061601711943758,0.0111668636558407,0.0028521452404978,0.00353609580475342,0.00361896651105835,0.00154726056499484,0.00514098490680926,0.000461922927072403,0.00530695009765167,0.00511699167624177,0.0044014870740239,0.0090478318984402,0.00753082120292657,0.00764507937252475,0.172425273752113,0.00346712517177455,0.00688740126347728,0.00872756466166448,0.00324501094396689,0.0083522523672255,0.00378656823820297,0.0196404644489199,0.00717694780472852,0.00424440651184509,0.00206656995229026,0.00712526411793246,0.00629459746349105,0.00588873893719057,0.00839004733614181,0.00611076664847749,0.0077542487505253,0.021350928068251,0.00123885607745918,0.00528868982323597,0.00574670805781219,0.00497109912276522,0.00538220309894888,0.00660708094820339,0.00814633476122887,0.00876611685781314,0.00761219693990662,0.00444718259345505,0
